aliasName,dir,lineNum,functionName,functionScope,useroints: (positionNum; lineNum; column) instruction_content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Alias Pairs: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,mysql-8.0.25/client/mysql.cc,2450,_ZL8add_lineR6StringPcmS1_Pbb,2447-2670,"(0;2661;11)   store i8* %incdec.ptr447, i8** %out, align 8, !dbg !32155","(0;2661;11)   %283 = load i8*, i8** %out, align 8, !dbg !32155","(0;2648;26)   %274 = load i8*, i8** %out, align 8, !dbg !32138","(0;2647;7)   %271 = load i8*, i8** %out, align 8, !dbg !32127","(0;2643;13)   store i8* %incdec.ptr418, i8** %out, align 8, !dbg !32119","(0;2643;13)   %269 = load i8*, i8** %out, align 8, !dbg !32119","(0;2641;72)   store i8* %incdec.ptr416, i8** %out, align 8, !dbg !32114","(0;2641;72)   %267 = load i8*, i8** %out, align 8, !dbg !32114","(0;2621;13)   store i8* %229, i8** %out, align 8, !dbg !32025","(0;2620;38)   %227 = load i8*, i8** %out, align 8, !dbg !32018","(0;2619;11)   %223 = load i8*, i8** %out, align 8, !dbg !32010","(0;2615;13)   store i8* %incdec.ptr331, i8** %out, align 8, !dbg !32004","(0;2615;13)   %220 = load i8*, i8** %out, align 8, !dbg !32004","(0;2614;13)   store i8* %incdec.ptr330, i8** %out, align 8, !dbg !32000","(0;2614;13)   %217 = load i8*, i8** %out, align 8, !dbg !32000","(0;2609;13)   store i8* %207, i8** %out, align 8, !dbg !31976","(0;2608;36)   %205 = load i8*, i8** %out, align 8, !dbg !31969","(0;2607;11)   %201 = load i8*, i8** %out, align 8, !dbg !31961","(0;2603;13)   store i8* %incdec.ptr301, i8** %out, align 8, !dbg !31955","(0;2603;13)   %198 = load i8*, i8** %out, align 8, !dbg !31955","(0;2602;13)   store i8* %incdec.ptr300, i8** %out, align 8, !dbg !31951","(0;2602;13)   %195 = load i8*, i8** %out, align 8, !dbg !31951","(0;2577;13)   store i8* %174, i8** %out, align 8, !dbg !31896","(0;2576;38)   %172 = load i8*, i8** %out, align 8, !dbg !31889","(0;2575;11)   %168 = load i8*, i8** %out, align 8, !dbg !31880","(0;2543;13)   store i8* %128, i8** %out, align 8, !dbg !31804","(0;2542;38)   %126 = load i8*, i8** %out, align 8, !dbg !31797","(0;2541;11)   %122 = load i8*, i8** %out, align 8, !dbg !31789","(0;2538;52)   store i8* %incdec.ptr162, i8** %out, align 8, !dbg !31785","(0;2538;52)   %121 = load i8*, i8** %out, align 8, !dbg !31785",,,,,,
pos,mysql-8.0.25/client/mysql.cc,2450,_ZL8add_lineR6StringPcmS1_Pbb,2447-2670,"(0;2462;48)   store i8* %incdec.ptr426, i8** %pos, align 8, !dbg !32123","(0;2462;48)   %270 = load i8*, i8** %pos, align 8, !dbg !32123","(0;2633;20)   %243 = load i8*, i8** %pos, align 8, !dbg !32063","(0;2630;18)   %237 = load i8*, i8** %pos, align 8, !dbg !32047","(0;2628;13)   %235 = load i8*, i8** %pos, align 8, !dbg !32040","(0;2627;43)   %233 = load i8*, i8** %pos, align 8, !dbg !32037","(0;2617;12)   store i8* %incdec.ptr333, i8** %pos, align 8, !dbg !32007","(0;2617;12)   %221 = load i8*, i8** %pos, align 8, !dbg !32007","(0;2615;19)   %218 = load i8*, i8** %pos, align 8, !dbg !32002","(0;2614;22)   store i8* %incdec.ptr329, i8** %pos, align 8, !dbg !31997","(0;2614;22)   %215 = load i8*, i8** %pos, align 8, !dbg !31997","(0;2612;18)   %212 = load i8*, i8** %pos, align 8, !dbg !31988","(0;2605;12)   store i8* %incdec.ptr303, i8** %pos, align 8, !dbg !31958","(0;2605;12)   %199 = load i8*, i8** %pos, align 8, !dbg !31958","(0;2603;19)   %196 = load i8*, i8** %pos, align 8, !dbg !31953","(0;2602;22)   store i8* %incdec.ptr299, i8** %pos, align 8, !dbg !31948","(0;2602;22)   %193 = load i8*, i8** %pos, align 8, !dbg !31948","(0;2600;16)   %189 = load i8*, i8** %pos, align 8, !dbg !31938","(0;2599;65)   %187 = load i8*, i8** %pos, align 8, !dbg !31935","(0;2599;48)   %185 = load i8*, i8** %pos, align 8, !dbg !31932","(0;2584;23)   %178 = load i8*, i8** %pos, align 8, !dbg !31908","(0;2573;57)   %166 = load i8*, i8** %pos, align 8, !dbg !31878","(0;2573;20)   %163 = load i8*, i8** %pos, align 8, !dbg !31876","(0;2566;36)   %159 = load i8*, i8** %pos, align 8, !dbg !31873","(0;2554;10)   store i8* %incdec.ptr201, i8** %pos, align 8, !dbg !31830","(0;2554;10)   %145 = load i8*, i8** %pos, align 8, !dbg !31830","(0;2551;13)   store i8* %add.ptr199, i8** %pos, align 8, !dbg !31828","(0;2551;13)   %144 = load i8*, i8** %pos, align 8, !dbg !31828","(0;2551;23)   %143 = load i8*, i8** %pos, align 8, !dbg !31826","(0;2550;23)   %142 = load i8*, i8** %pos, align 8, !dbg !31824",,,,,,
line,mysql-8.0.25/client/mysql.cc,2447,_ZL8add_lineR6StringPcmS1_Pbb,2447-2670,"(0;2666;62)   %295 = load i8*, i8** %line.addr, align 8, !dbg !32183","(0;2651;32)   %277 = load i8*, i8** %line.addr, align 8, !dbg !32145","(0;2648;32)   %275 = load i8*, i8** %line.addr, align 8, !dbg !32139","(0;2647;14)   %272 = load i8*, i8** %line.addr, align 8, !dbg !32129","(0;2621;15)   %229 = load i8*, i8** %line.addr, align 8, !dbg !32024","(0;2620;44)   %228 = load i8*, i8** %line.addr, align 8, !dbg !32019","(0;2620;23)   %226 = load i8*, i8** %line.addr, align 8, !dbg !32017","(0;2619;18)   %224 = load i8*, i8** %line.addr, align 8, !dbg !32012","(0;2609;15)   %207 = load i8*, i8** %line.addr, align 8, !dbg !31975","(0;2608;42)   %206 = load i8*, i8** %line.addr, align 8, !dbg !31970","(0;2608;23)   %204 = load i8*, i8** %line.addr, align 8, !dbg !31968","(0;2607;18)   %202 = load i8*, i8** %line.addr, align 8, !dbg !31963","(0;2577;15)   %174 = load i8*, i8** %line.addr, align 8, !dbg !31895","(0;2576;44)   %173 = load i8*, i8** %line.addr, align 8, !dbg !31890","(0;2576;23)   %171 = load i8*, i8** %line.addr, align 8, !dbg !31888","(0;2575;18)   %169 = load i8*, i8** %line.addr, align 8, !dbg !31883","(0;2543;15)   %128 = load i8*, i8** %line.addr, align 8, !dbg !31803","(0;2542;44)   %127 = load i8*, i8** %line.addr, align 8, !dbg !31798","(0;2542;23)   %125 = load i8*, i8** %line.addr, align 8, !dbg !31796","(0;2541;18)   %123 = load i8*, i8** %line.addr, align 8, !dbg !31791","(0;2500;17)   %67 = load i8*, i8** %line.addr, align 8, !dbg !31665","(0;2499;44)   %66 = load i8*, i8** %line.addr, align 8, !dbg !31660","(0;2499;25)   %64 = load i8*, i8** %line.addr, align 8, !dbg !31658","(0;2498;20)   %62 = load i8*, i8** %line.addr, align 8, !dbg !31653","(0;2466;55)   %23 = load i8*, i8** %line.addr, align 8, !dbg !31554","(0;2462;20)   %12 = load i8*, i8** %line.addr, align 8, !dbg !31532","(0;2460;23)   %10 = load i8*, i8** %line.addr, align 8, !dbg !31529","(0;2458;62)   %6 = load i8*, i8** %line.addr, align 8, !dbg !31523","(0;2458;32)   %4 = load i8*, i8** %line.addr, align 8, !dbg !31521","(0;2456;8)   %0 = load i8*, i8** %line.addr, align 8, !dbg !31511",,,,,,
pos,mysql-8.0.25/client/mysql.cc,2450,_ZL8add_lineR6StringPcmS1_Pbb,2447-2670,"(0;2462;48)   store i8* %incdec.ptr426, i8** %pos, align 8, !dbg !32123","(0;2462;48)   %270 = load i8*, i8** %pos, align 8, !dbg !32123","(0;2633;20)   %243 = load i8*, i8** %pos, align 8, !dbg !32063","(0;2630;18)   %237 = load i8*, i8** %pos, align 8, !dbg !32047","(0;2628;13)   %235 = load i8*, i8** %pos, align 8, !dbg !32040","(0;2627;43)   %233 = load i8*, i8** %pos, align 8, !dbg !32037","(0;2617;12)   store i8* %incdec.ptr333, i8** %pos, align 8, !dbg !32007","(0;2617;12)   %221 = load i8*, i8** %pos, align 8, !dbg !32007","(0;2615;19)   %218 = load i8*, i8** %pos, align 8, !dbg !32002","(0;2614;22)   store i8* %incdec.ptr329, i8** %pos, align 8, !dbg !31997","(0;2614;22)   %215 = load i8*, i8** %pos, align 8, !dbg !31997","(0;2612;18)   %212 = load i8*, i8** %pos, align 8, !dbg !31988","(0;2605;12)   store i8* %incdec.ptr303, i8** %pos, align 8, !dbg !31958","(0;2605;12)   %199 = load i8*, i8** %pos, align 8, !dbg !31958","(0;2603;19)   %196 = load i8*, i8** %pos, align 8, !dbg !31953","(0;2602;22)   store i8* %incdec.ptr299, i8** %pos, align 8, !dbg !31948","(0;2602;22)   %193 = load i8*, i8** %pos, align 8, !dbg !31948","(0;2600;16)   %189 = load i8*, i8** %pos, align 8, !dbg !31938","(0;2599;65)   %187 = load i8*, i8** %pos, align 8, !dbg !31935","(0;2599;48)   %185 = load i8*, i8** %pos, align 8, !dbg !31932","(0;2584;23)   %178 = load i8*, i8** %pos, align 8, !dbg !31908","(0;2573;57)   %166 = load i8*, i8** %pos, align 8, !dbg !31878","(0;2573;20)   %163 = load i8*, i8** %pos, align 8, !dbg !31876","(0;2566;36)   %159 = load i8*, i8** %pos, align 8, !dbg !31873","(0;2554;10)   store i8* %incdec.ptr201, i8** %pos, align 8, !dbg !31830","(0;2554;10)   %145 = load i8*, i8** %pos, align 8, !dbg !31830","(0;2551;13)   store i8* %add.ptr199, i8** %pos, align 8, !dbg !31828","(0;2551;13)   %144 = load i8*, i8** %pos, align 8, !dbg !31828","(0;2551;23)   %143 = load i8*, i8** %pos, align 8, !dbg !31826","(0;2550;23)   %142 = load i8*, i8** %pos, align 8, !dbg !31824",,,,,,
out,mysql-8.0.25/client/mysql.cc,2450,_ZL8add_lineR6StringPcmS1_Pbb,2447-2670,"(0;2661;11)   store i8* %incdec.ptr447, i8** %out, align 8, !dbg !32155","(0;2661;11)   %283 = load i8*, i8** %out, align 8, !dbg !32155","(0;2648;26)   %274 = load i8*, i8** %out, align 8, !dbg !32138","(0;2647;7)   %271 = load i8*, i8** %out, align 8, !dbg !32127","(0;2643;13)   store i8* %incdec.ptr418, i8** %out, align 8, !dbg !32119","(0;2643;13)   %269 = load i8*, i8** %out, align 8, !dbg !32119","(0;2641;72)   store i8* %incdec.ptr416, i8** %out, align 8, !dbg !32114","(0;2641;72)   %267 = load i8*, i8** %out, align 8, !dbg !32114","(0;2621;13)   store i8* %229, i8** %out, align 8, !dbg !32025","(0;2620;38)   %227 = load i8*, i8** %out, align 8, !dbg !32018","(0;2619;11)   %223 = load i8*, i8** %out, align 8, !dbg !32010","(0;2615;13)   store i8* %incdec.ptr331, i8** %out, align 8, !dbg !32004","(0;2615;13)   %220 = load i8*, i8** %out, align 8, !dbg !32004","(0;2614;13)   store i8* %incdec.ptr330, i8** %out, align 8, !dbg !32000","(0;2614;13)   %217 = load i8*, i8** %out, align 8, !dbg !32000","(0;2609;13)   store i8* %207, i8** %out, align 8, !dbg !31976","(0;2608;36)   %205 = load i8*, i8** %out, align 8, !dbg !31969","(0;2607;11)   %201 = load i8*, i8** %out, align 8, !dbg !31961","(0;2603;13)   store i8* %incdec.ptr301, i8** %out, align 8, !dbg !31955","(0;2603;13)   %198 = load i8*, i8** %out, align 8, !dbg !31955","(0;2602;13)   store i8* %incdec.ptr300, i8** %out, align 8, !dbg !31951","(0;2602;13)   %195 = load i8*, i8** %out, align 8, !dbg !31951","(0;2577;13)   store i8* %174, i8** %out, align 8, !dbg !31896","(0;2576;38)   %172 = load i8*, i8** %out, align 8, !dbg !31889","(0;2575;11)   %168 = load i8*, i8** %out, align 8, !dbg !31880","(0;2543;13)   store i8* %128, i8** %out, align 8, !dbg !31804","(0;2542;38)   %126 = load i8*, i8** %out, align 8, !dbg !31797","(0;2541;11)   %122 = load i8*, i8** %out, align 8, !dbg !31789","(0;2538;52)   store i8* %incdec.ptr162, i8** %out, align 8, !dbg !31785","(0;2538;52)   %121 = load i8*, i8** %out, align 8, !dbg !31785",,,,,,
line,mysql-8.0.25/client/mysql.cc,2447,_ZL8add_lineR6StringPcmS1_Pbb,2447-2670,"(0;2666;62)   %295 = load i8*, i8** %line.addr, align 8, !dbg !32183","(0;2651;32)   %277 = load i8*, i8** %line.addr, align 8, !dbg !32145","(0;2648;32)   %275 = load i8*, i8** %line.addr, align 8, !dbg !32139","(0;2647;14)   %272 = load i8*, i8** %line.addr, align 8, !dbg !32129","(0;2621;15)   %229 = load i8*, i8** %line.addr, align 8, !dbg !32024","(0;2620;44)   %228 = load i8*, i8** %line.addr, align 8, !dbg !32019","(0;2620;23)   %226 = load i8*, i8** %line.addr, align 8, !dbg !32017","(0;2619;18)   %224 = load i8*, i8** %line.addr, align 8, !dbg !32012","(0;2609;15)   %207 = load i8*, i8** %line.addr, align 8, !dbg !31975","(0;2608;42)   %206 = load i8*, i8** %line.addr, align 8, !dbg !31970","(0;2608;23)   %204 = load i8*, i8** %line.addr, align 8, !dbg !31968","(0;2607;18)   %202 = load i8*, i8** %line.addr, align 8, !dbg !31963","(0;2577;15)   %174 = load i8*, i8** %line.addr, align 8, !dbg !31895","(0;2576;44)   %173 = load i8*, i8** %line.addr, align 8, !dbg !31890","(0;2576;23)   %171 = load i8*, i8** %line.addr, align 8, !dbg !31888","(0;2575;18)   %169 = load i8*, i8** %line.addr, align 8, !dbg !31883","(0;2543;15)   %128 = load i8*, i8** %line.addr, align 8, !dbg !31803","(0;2542;44)   %127 = load i8*, i8** %line.addr, align 8, !dbg !31798","(0;2542;23)   %125 = load i8*, i8** %line.addr, align 8, !dbg !31796","(0;2541;18)   %123 = load i8*, i8** %line.addr, align 8, !dbg !31791","(0;2500;17)   %67 = load i8*, i8** %line.addr, align 8, !dbg !31665","(0;2499;44)   %66 = load i8*, i8** %line.addr, align 8, !dbg !31660","(0;2499;25)   %64 = load i8*, i8** %line.addr, align 8, !dbg !31658","(0;2498;20)   %62 = load i8*, i8** %line.addr, align 8, !dbg !31653","(0;2466;55)   %23 = load i8*, i8** %line.addr, align 8, !dbg !31554","(0;2462;20)   %12 = load i8*, i8** %line.addr, align 8, !dbg !31532","(0;2460;23)   %10 = load i8*, i8** %line.addr, align 8, !dbg !31529","(0;2458;62)   %6 = load i8*, i8** %line.addr, align 8, !dbg !31523","(0;2458;32)   %4 = load i8*, i8** %line.addr, align 8, !dbg !31521","(0;2456;8)   %0 = load i8*, i8** %line.addr, align 8, !dbg !31511",,,,,,
s,mysql-8.0.25/client/mysql.cc,3484,_ZL14fieldflags2strj,3482-3512,"(0;3511;18)   %59 = load i8*, i8** %s, align 8, !dbg !31574","(0;3509;3)   store i8* %call107, i8** %s, align 8, !dbg !31569","(0;3509;3)   %56 = load i8*, i8** %s, align 8, !dbg !31569","(0;3508;3)   store i8* %call101, i8** %s, align 8, !dbg !31564","(0;3508;3)   %53 = load i8*, i8** %s, align 8, !dbg !31564","(0;3507;3)   store i8* %call95, i8** %s, align 8, !dbg !31559","(0;3507;3)   %50 = load i8*, i8** %s, align 8, !dbg !31559","(0;3506;3)   store i8* %call89, i8** %s, align 8, !dbg !31554","(0;3506;3)   %47 = load i8*, i8** %s, align 8, !dbg !31554","(0;3505;3)   store i8* %call83, i8** %s, align 8, !dbg !31549","(0;3505;3)   %44 = load i8*, i8** %s, align 8, !dbg !31549","(0;3504;3)   store i8* %call77, i8** %s, align 8, !dbg !31544","(0;3504;3)   %41 = load i8*, i8** %s, align 8, !dbg !31544","(0;3503;3)   store i8* %call71, i8** %s, align 8, !dbg !31539","(0;3503;3)   %38 = load i8*, i8** %s, align 8, !dbg !31539","(0;3502;3)   store i8* %call65, i8** %s, align 8, !dbg !31534","(0;3502;3)   %35 = load i8*, i8** %s, align 8, !dbg !31534","(0;3501;3)   store i8* %call59, i8** %s, align 8, !dbg !31529","(0;3501;3)   %32 = load i8*, i8** %s, align 8, !dbg !31529","(0;3500;3)   store i8* %call53, i8** %s, align 8, !dbg !31524","(0;3500;3)   %29 = load i8*, i8** %s, align 8, !dbg !31524","(0;3499;3)   store i8* %call47, i8** %s, align 8, !dbg !31519","(0;3499;3)   %26 = load i8*, i8** %s, align 8, !dbg !31519","(0;3498;3)   store i8* %call41, i8** %s, align 8, !dbg !31514","(0;3498;3)   %23 = load i8*, i8** %s, align 8, !dbg !31514","(0;3497;3)   store i8* %call35, i8** %s, align 8, !dbg !31509","(0;3497;3)   %20 = load i8*, i8** %s, align 8, !dbg !31509","(0;3496;3)   store i8* %call29, i8** %s, align 8, !dbg !31504","(0;3496;3)   %17 = load i8*, i8** %s, align 8, !dbg !31504","(0;3495;3)   store i8* %call23, i8** %s, align 8, !dbg !31499",,,,,,
buf,mysql-8.0.25/client/mysql.cc,3483,_ZL14fieldflags2strj,3482-3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mysql,mysql-8.0.25/libmysql/libmysql.cc,3710,_Z20cli_unbuffered_fetchP5MYSQLPPc,3710-3729,"(0;3725;21)   %50 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31521","(0;3723;5)   %49 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31518","(0;3723;5)   %45 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31514","(0;3723;5)   %43 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31514","(0;3723;5)   %41 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31514","(0;3723;5)   %39 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31514","(0;3723;5)   %36 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31514","(0;3723;5)   %34 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31514","(0;3723;5)   %32 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31514","(0;3723;5)   %30 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31514","(0;3721;18)   %27 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31508","(0;3720;9)   %25 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31502","(0;3718;7)   %21 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31494","(0;3714;5)   %20 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31491","(0;3714;5)   %16 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31487","(0;3714;5)   %14 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31487","(0;3714;5)   %12 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31487","(0;3714;5)   %10 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31487","(0;3714;5)   %7 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31487","(0;3714;5)   %5 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31487","(0;3714;5)   %3 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31487","(0;3714;5)   %1 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31487","(0;3713;44)   %0 = load %struct.MYSQL.90*, %struct.MYSQL.90** %mysql.addr, align 8, !dbg !31479","(0;0;0)   store %struct.MYSQL.90* %mysql, %struct.MYSQL.90** %mysql.addr, align 8",,,,,,,,,,,,
is_data_packet,mysql-8.0.25/libmysql/libmysql.cc,3712,_Z20cli_unbuffered_fetchP5MYSQLPPc,3710-3729,"(0;3718;39)   %24 = load i8, i8* %is_data_packet, align 1, !dbg !31500","(0;3713;30)   %call = call i64 @cli_safe_read(%struct.MYSQL.90* %0, i8* %is_data_packet), !dbg !31481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
